stimulus,semD,contNum,mean context length,RT
turbulent,0.33902082841326364,5511,1239.9237887860643,763.37
unworthy,0.20516756231898758,2284,1825.1873905429072,689.31
reseal,0.36393006981365567,98,1123.2142857142858,724.14
bestow,0.2509243689176817,1739,1706.343300747556,758.42
implicate,0.30764799598694753,563,2046.8934280639432,812.64
relentlessness,0.23227668779462995,77,1260.6753246753246,965.04
fuzzy,0.3182524132013985,4145,1349.8354644149579,618.13
infusion,0.38592060767172565,2659,1280.874012786762,695.48
detestation,0.17772297678472979,169,2190.213017751479,888.0
baldy,0.24497529157008024,223,1087.8834080717488,733.77
instigate,0.3156219129638383,1802,1493.2325194228636,1039.48
bundle,0.3651812889729483,7118,1233.0377915144704,766.47
debating,0.27042154045196365,6469,1390.0772916988715,694.55
brakeman,0.2966573669075082,52,1062.8846153846155,864.08
semicolon,0.1877551615925837,575,1839.2713043478261,818.39
uncommon,0.37414028770861696,10221,1419.4212895020057,759.35
rampant,0.3014493567594667,4195,1338.8200238379022,728.56
soliciting,0.31946825738889056,1190,1564.8655462184875,773.85
taxidermy,0.2804004125916815,202,810.7574257425742,973.69
eclair,0.2455885518254021,179,911.68156424581,812.52
piety,0.2019540284261033,2586,2026.3986852281516,846.11
recurring,0.3416473673202503,6370,1420.5003139717426,766.06
dignitary,0.27454383594860277,294,1475.9183673469388,827.08
miser,0.2563191915100438,408,1586.9142156862745,952.63
unreconstructed,0.2185048754727289,323,1447.3622291021672,1151.59
ensue,0.30688830926238964,1746,1572.0950744558993,857.34
acceleration,0.33788529950972795,6246,1240.9457252641691,712.16
manicure,0.30293499831700893,770,943.3324675324675,745.42
vulgarity,0.19082910567335573,499,1324.9038076152306,830.46
fickle,0.2578964960622728,1708,1250.5784543325526,735.46
thereabout,0.19514004097133614,91,1925.142857142857,865.59
ketchup,0.3168537663252525,1081,897.7567067530065,796.15
hatchback,0.21996748856062337,967,779.377456049638,691.74
daunt,0.31138209686568685,188,1438.2287234042553,726.65
yacht,0.3136588175454956,7569,950.5295283392786,743.4
introspection,0.2463892416331349,1148,1520.5740418118467,859.41
ambiance,0.30794406238109306,1279,782.5942142298671,891.65
indictment,0.269278413852288,3290,1706.5844984802432,862.03
misapprehension,0.2499224021986465,517,1785.4158607350096,1245.73
pivot,0.34578409132854704,2119,1209.212836243511,769.35
extramarital,0.25112483728029955,121,1253.5785123966941,1066.42
helplessness,0.23135953738787554,1316,1652.2636778115502,814.69
songbird,0.2894205134963212,319,1169.7147335423197,706.15
knitting,0.3111458131506496,3608,1021.0069290465632,723.84
replay,0.32393252995448774,4277,1077.591068505962,645.17
tenderloin,0.3077976689304521,137,703.2992700729927,852.67
infirmity,0.31996604832810216,1027,1579.5754625121713,841.11
disapproval,0.2575582118463979,2224,1707.3169964028777,721.03
unemployable,0.22694680510477022,301,1598.7574750830565,988.9
amble,0.27276531595234954,1004,1091.6942231075698,661.87
shockwave,0.32689985581541997,1578,984.393536121673,782.88
sore,0.31885971791505585,9082,1143.9730235630918,711.97
ghastly,0.20638489518825998,2566,1371.7720187061575,798.7
ballpoint,0.3139062384104212,335,974.7880597014926,685.97
desertion,0.24926677074974735,948,1759.0021097046413,837.44
quota,0.3446496884536998,5186,1274.528731199383,815.16
apparel,0.3710877151401015,2916,1163.082647462277,673.5
dignify,0.20193286812474356,217,1770.921658986175,778.13
sneak,0.264009362406918,4807,1137.4048262949864,611.06
cryptogram,0.28826822986430845,102,1186.637254901961,906.78
grandparent,0.27902827823905413,1334,1151.0142428785607,724.97
netting,0.36170230920034363,3618,1164.703427307905,768.07
infinitive,0.24505217412072203,413,1481.8401937046006,812.56
injure,0.32480101067200945,2376,1362.537037037037,737.12
lumberjack,0.24800814295496518,227,1091.2995594713657,713.62
savored,0.29084086218943894,64,931.640625,705.59
traps,0.35205394130904394,6761,1167.3012867918947,675.97
peacemaker,0.25111851490326703,573,1491.8272251308902,713.85
slothful,0.2313885226092652,217,1868.5622119815669,785.61
dubbed,0.30718810726794415,6857,1201.5864080501676,726.66
ducky,0.285007292789802,189,1115.5449735449736,750.07
glider,0.3032341119990267,1404,1022.5954415954416,688.48
bitten,0.2818607926790494,3454,1212.9571511291256,714.74
sliver,0.32366872580281286,796,1129.0087939698492,747.71
undergrad,0.24520525633118903,352,1206.684659090909,886.47
confer,0.3513263489992726,4359,1869.114246386786,721.28
stomachache,0.30464349140816915,50,1334.48,763.08
mammal,0.29978092940723444,3254,1255.0537799631222,769.77
spoiled,0.27856584352360936,3716,1308.6622712594187,678.3
seeker,0.3131666242714097,4096,1077.21142578125,665.06
befriend,0.2685720163276713,932,1160.6051502145922,796.04
moderation,0.33600108474446716,4393,1386.9207830639655,701.76
affirm,0.2506906324942878,3682,1995.4546442151004,773.73
inhospitable,0.2850915170287921,1207,1284.7232808616404,1054.19
diver,0.3064017566682034,4897,890.0106187461711,736.88
behead,0.23236909589571975,173,1802.1329479768785,764.68
typesetting,0.26270646778335505,954,1288.5199161425576,915.59
spit,0.2868516080332683,4282,1223.401681457263,590.69
sunstroke,0.2581196133923964,257,1240.9494163424124,729.26
teardrop,0.3118584350564864,502,992.9003984063745,720.5
checkup,0.28676168940569774,294,1090.799319727891,662.24
selector,0.3817514495697819,2637,919.0527114144861,805.28
cobra,0.37023230427410303,1955,1011.7340153452685,645.85
tugboat,0.2985917035426047,188,1228.3351063829787,701.66
tranquilizers,0.29885032771311787,100,1261.64,803.85
liberation,0.2511370963486979,9880,1600.080971659919,708.29
simplify,0.32112669319099124,8291,1338.9785309371607,681.68
rejuvenate,0.3717327754929239,1126,945.0248667850799,887.04
morals,0.23722671778801452,4028,1607.9600297914599,631.5
disdainful,0.21156500283810653,316,1602.2183544303798,930.24
mastership,0.2961961081700602,284,1524.7711267605634,828.55
bottling,0.3444610115951423,1440,930.2548611111112,752.41
traveling,0.3449881147383331,7781,1157.757871738851,646.03
thermodynamics,0.2772884690162718,1562,1321.5249679897568,1026.55
precedence,0.32604905912901994,4600,1836.4923913043478,974.96
belting,0.2343381454227802,867,1058.603229527105,725.34
generosity,0.27849429555941746,10049,1146.700268683451,718.59
starlight,0.32267394783252934,1316,1043.4224924012158,700.52
populate,0.3358671035890343,1856,1250.4477370689656,723.94
synthesizer,0.26731941649088453,1015,1116.4679802955666,849.9
squatter,0.3154898257931053,479,1416.400835073069,821.11
hurtle,0.24586395494249183,368,947.2472826086956,874.08
fornication,0.19672430113276917,540,1899.1703703703704,819.0
cardinal,0.31380867725226697,6599,1486.3983936960146,632.41
limp,0.2671587189052945,2785,1136.0226211849192,632.32
rudeness,0.23459560987774455,823,1504.0583232077765,613.16
punitive,0.2794035450204205,3002,1455.2771485676217,847.72
consecrate,0.2073424449582686,435,1964.3402298850574,948.93
precede,0.34059576309402,2523,1979.8053904082442,818.31
irony,0.22773387276902257,8677,1428.032153970266,620.88
realism,0.2771193822674694,7812,1339.9054019457246,666.86
ancestral,0.2999518968732492,2987,1399.2407097422163,816.73
tasty,0.31409166861791815,9470,806.8108764519535,636.71
moralistic,0.20143798652652717,573,1745.5340314136126,814.9
odor,0.3455657763943197,886,1434.7866817155757,673.55
infirmary,0.35238205979554665,6998,955.7399256930552,875.74
diaphragm,0.3476236466343759,1487,996.4821788836583,856.68
slanderous,0.26541942054632284,370,1678.7351351351351,761.83
tempo,0.29917149292911194,5399,1230.3978514539729,654.26
existentialist,0.19428637242996405,377,1550.867374005305,1072.36
constrictor,0.3615429841313206,157,1080.6942675159235,948.43
unburned,0.29169473572785,125,1571.032,833.88
pasta,0.3215624084099915,6437,787.672828957589,565.81
reset,0.3015488312202924,7604,1235.2318516570226,743.31
wingspread,0.32237849864603746,13,1509.8461538461538,907.39
ass,0.2633186753821796,7700,1009.518051948052,763.31
custodial,0.2854612427346397,2109,1184.0436225699384,732.56
aggregation,0.3425753090585255,2983,1580.4046262152197,851.8
penniless,0.2287445937839321,962,1328.504158004158,734.43
creaky,0.23279895313135707,447,1233.4295302013422,757.07
runt,0.2674474367223435,287,1055.8815331010453,695.81
natured,0.24246507528653752,805,1108.0049689440993,651.84
plaque,0.3426052202270221,7812,1009.202892985151,792.3
validate,0.3283076542613457,6512,1334.9479422604422,839.34
beehive,0.3566558297995305,1318,977.2769347496206,749.93
vortex,0.33541213131054004,1987,1216.6275792652239,847.5
reservation,0.3579328679751051,9510,1126.5754994742376,741.5
indulging,0.2561576718639027,2306,1311.2545533391153,820.71
abdominal,0.3285611226705687,5148,988.1763791763792,715.55
urinal,0.3068956323980224,479,1023.910229645094,742.06
evaporation,0.3269157917971007,2158,1223.3443002780352,776.52
sanctify,0.17457365301757405,665,1947.9593984962405,790.41
recycle,0.3029739631341272,8004,779.708395802099,696.3
slipcover,0.25235989297258926,37,1074.2432432432433,792.91
sailboat,0.3099258415586276,344,941.8546511627907,725.88
sawmill,0.30905878938807163,607,1199.988467874794,866.82
threshing,0.2776659902398904,744,1567.9596774193549,879.89
pointless,0.2406817879920704,8782,1318.786153495787,624.18
insure,0.3233789346521434,5730,1190.6959860383945,830.46
fluke,0.31167567084950665,1267,1221.5390686661406,684.75
solace,0.2792107417810723,2176,1290.0349264705883,674.0
flabby,0.2576246024842558,504,1113.3353174603174,747.9
hem,0.35953839353544303,1482,1080.2874493927125,831.27
taper,0.369302485915813,2170,1134.6585253456221,734.0
withering,0.25178783533953814,1067,1712.352389878163,822.18
decay,0.3451739766562808,9715,1413.4207925887802,721.73
seclusion,0.2994251152974002,1780,1229.6887640449438,825.81
railroad,0.30162056923234415,2633,1383.737561716673,585.79
pleading,0.2658940676931086,3532,1574.6041902604757,716.09
confounded,0.28985049836481336,1542,1796.9357976653696,1006.37
excusable,0.2409771146972737,331,1707.4199395770393,967.27
unceasing,0.2501773451579535,595,1821.2823529411764,807.89
sweep,0.32901938985758833,9862,1310.0213952545123,704.86
fairy,0.2722291155198046,10245,1077.8306490971206,650.73
decease,0.23597930375069623,599,1893.5859766277129,652.12
paradigm,0.27062300996752203,8231,1803.110800631758,830.54
antithesis,0.22486242524492,1707,1822.2108963093146,863.11
assemble,0.3665356590480801,7924,1271.452044422009,728.54
acclaim,0.28844483186664926,7480,867.9236631016042,801.13
eloquence,0.21171921844111413,1709,1616.9397308367465,841.13
keynote,0.2686609853501546,10755,993.746629474663,747.41
thoroughness,0.28469782769864405,1097,1653.0546946216955,906.25
pertain,0.31576663371276714,1206,2059.044776119403,776.76
stationery,0.3478341112465895,10677,1189.226093471949,631.04
pineapple,0.35044454131586783,2507,900.558037495014,742.57
spacer,0.3747033977070221,891,969.8473625140292,625.15
grandfather,0.2640991608938163,10548,1224.035741372772,767.85
drown,0.25818079317233766,3135,1316.367783094099,691.57
backside,0.24379349266127961,1940,1240.2360824742268,701.09
keystone,0.3736880188952947,1411,1221.4018426647767,690.31
deferred,0.3102615368109733,7223,1467.7273985878444,792.17
cattleman,0.34377207435607415,46,1664.6304347826087,744.55
tumbler,0.33839048203830746,564,1042.1985815602836,779.03
reinstall,0.20974726767149096,1365,1280.3326007326007,831.88
northwestern,0.3627657384187566,1907,1707.4368117461981,809.32
celestial,0.2760695278384348,3612,1524.658637873754,718.94
overlook,0.3304451981053282,5673,1419.8404724131854,660.3
fondle,0.19303183928431097,158,1100.6772151898733,757.81
shearing,0.37501908591650945,1114,1259.4425493716337,685.28
earthbound,0.25276591329177794,311,1253.0996784565916,803.21
groggy,0.22381962181918602,309,1232.6245954692556,736.68
inconsequence,0.21384117801420777,49,1481.591836734694,933.21
carsick,0.2505094031223573,20,1405.45,724.63
breakout,0.35590216628967675,1994,1007.5506519558676,646.53
obstinate,0.22988408736314905,1080,1805.3509259259258,823.43
stealer,0.24115364787416177,188,1366.6489361702127,609.37
stopover,0.28795080320091704,1054,1062.0009487666034,1009.16
foodstuff,0.319870283122016,494,1388.6761133603238,785.25
intercontinental,0.3506215130475374,1338,1347.0665171898356,902.04
perishable,0.33046896868192355,1195,1653.6585774058578,785.45
suspender,0.34068623635020817,150,694.6133333333333,871.96
handyman,0.32407893634578305,733,970.8226466575716,802.47
imperfection,0.26118901351201423,764,1972.6570680628272,903.78
riffle,0.30348613055274404,160,1123.95625,682.88
infamous,0.2808549445559165,10837,1127.0163329334687,729.42
disciplinarian,0.22739116495299408,282,1491.3191489361702,993.17
sever,0.3582461410656636,1611,1635.04034761018,937.53
shooter,0.2812666112114641,2633,918.8936574249905,692.85
molehill,0.27724539659139935,183,1703.5300546448088,945.96
archery,0.2972729981434065,2956,843.0142083897158,672.35
illusionary,0.23916405916451278,150,1611.6933333333334,876.8
sociological,0.24355285438800423,5553,1620.4212137583288,1065.68
confessor,0.24516380995584722,1194,1672.2830820770519,797.52
ooze,0.29430724937108255,761,976.084099868594,733.5
wiggle,0.2954154246392642,1022,1446.2191780821918,831.0
discretionary,0.28091069650713213,5999,1351.5695949324888,939.13
prevailing,0.3258018432996936,9702,1733.5579262007834,704.8
tenacious,0.327511520364073,1815,1294.5250688705235,738.97
prearrange,0.3447227649317248,26,1423.9615384615386,1024.07
demotion,0.2992037909101756,481,1466.3118503118503,769.0
vulture,0.2575470506245723,1731,1753.785095320624,749.61
tantrum,0.21643308735962485,723,1026.7869986168741,764.5
indisposed,0.2509134901713433,264,1679.0113636363637,935.52
manhole,0.30427134935504907,769,1173.6892067620286,712.24
crasher,0.2563459670938883,56,827.2678571428571,652.29
stillness,0.23020623721590885,2397,1316.4906132665833,685.64
recap,0.31169508324871953,1908,1198.5623689727463,698.44
lodging,0.3564617218407458,5008,1298.0151757188498,716.06
nightclub,0.2909103736236137,5041,839.6139654830391,649.82
intramural,0.4303308277204006,198,1473.7727272727273,932.76
methodical,0.31084852469384794,2003,1318.6859710434348,852.25
skimp,0.2903279444094134,377,935.079575596817,809.71
vigor,0.3284211020027621,777,1671.5868725868727,708.52
metabolism,0.31877662364639847,6159,1095.9991881798994,669.24
innermost,0.3059675696208046,1372,1626.6224489795918,819.03
redundancy,0.3075333828290333,8422,1203.8842317739254,846.57
heartening,0.2599179893815211,1549,1331.146546158812,866.52
congested,0.30134362243030105,3118,1231.1853752405389,818.84
stifle,0.27375454475094374,2195,1657.3307517084284,842.97
yogurt,0.34133337557396715,1310,743.1908396946565,761.52
assimilate,0.2845186753110109,2309,1735.9129493287137,781.94
negate,0.30586140384937677,1748,1946.9016018306636,747.07
carpenter,0.3232163915050969,6509,1340.5536948840067,758.56
numerator,0.2966755277903609,331,1505.299093655589,764.03
blasphemous,0.23324531332228501,1218,1624.3029556650247,886.08
dogged,0.27480552543111014,2685,1331.2033519553072,666.44
quickstep,0.32568180449106143,241,816.5269709543569,761.06
wallow,0.23258204939262603,847,1219.9610389610389,770.66
sober,0.24214421573822334,5004,1393.318545163869,678.48
shrewd,0.2483286496106142,2288,1478.0458916083917,740.56
feud,0.2520109753478695,1602,1433.4925093632958,722.82
dealership,0.30477978907211506,1945,811.3017994858612,919.03
apostle,0.1661328001822002,5369,1844.720618364686,787.3
beep,0.28904542100562663,1369,1138.7019722425127,616.78
storied,0.3041340572390299,323,1380.6222910216718,765.54
lordship,0.25669003849507016,2721,1731.02131569276,708.35
purgatory,0.23925108003524465,997,1512.6579739217652,958.6
buttoned,0.2688182920408287,485,1320.3649484536083,761.18
theater,0.3341798288584077,5077,1306.126846562931,762.07
selflessness,0.26214418780202803,538,1487.4386617100372,914.03
unthinkable,0.25605872020717857,3193,1630.8430942687128,788.77
councilman,0.34959736015628146,69,1628.8985507246377,874.26
lied,0.24337909315450085,3990,1483.2395989974937,669.45
parakeet,0.16975859441236815,590,2440.3966101694914,1050.07
greenroom,0.29076493856404556,61,1018.9344262295082,747.84
dripping,0.2684570074373056,3535,1144.3340876944837,752.06
vigilantism,0.2304378048915202,118,1226.6525423728813,1097.42
congrats,0.1996677106843604,1397,980.7415891195419,760.68
misalignment,0.3244571543640741,451,1417.811529933481,971.42
aspiring,0.318063499120503,6692,1069.363867304244,703.62
illegitimacy,0.24779553180299432,356,1816.2106741573034,967.36
dreamy,0.23612587508492544,2142,1068.281512605042,681.3
misled,0.28312690959713566,3488,1796.1043577981652,766.07
hunch,0.2514711270685157,963,1436.1266874350986,801.67
realization,0.2797145956758902,3612,1962.8363787375415,831.65
pampered,0.3034981066841641,1599,860.6060037523453,734.36
nutcracker,0.2611923575431031,821,958.6906211936663,721.09
oppression,0.21641828610299038,7532,1625.8657727031332,794.48
workbench,0.33249816125128345,938,1048.0117270788912,738.27
scare,0.28162041322587955,8110,1201.5033292231813,750.67
sixpence,0.239241073773508,1439,1399.4878387769284,854.67
preposition,0.2568897037572331,579,1886.2297063903281,890.5
rationalist,0.17950385276379063,784,2097.376275510204,784.23
splicing,0.37365137221542816,801,1446.9775280898875,780.07
bookmark,0.3520145691813662,5660,816.9809187279152,668.33
shareholder,0.27234977968568136,7514,1319.5276816608996,795.66
refracted,0.28105123772380924,563,1509.222024866785,878.8
feminine,0.3082576814669211,4990,1240.593987975952,733.73
uncommunicative,0.23651431481565174,153,1514.7320261437908,984.19
morale,0.28225926896184983,7912,1351.483695652174,688.94
vocalize,0.293549545086128,47,1991.7446808510638,699.94
smelt,0.25347372458871614,1719,1262.9075043630016,724.59
subcommittee,0.3063537287988695,1837,1670.0680457267283,889.7
pawn,0.2567260309894247,1247,1303.7698476343223,657.21
coloring,0.3734734744170066,843,1121.1209964412812,617.21
childish,0.20009225929260435,3310,1329.9522658610272,662.94
backwash,0.3483943475883364,241,1441.680497925311,773.73
reprehensible,0.2248980622056663,874,1720.0011441647598,941.13
hamburger,0.3171273364909901,1038,1212.344894026975,753.16
fluffy,0.3024583136839526,4068,864.0435103244838,722.28
icepick,0.2009293944537236,33,1169.5454545454545,861.11
ham,0.3528510074857413,10299,1023.3933391591416,593.47
cerebrum,0.3047621095789397,116,1505.4396551724137,746.19
applause,0.2265126193675917,6484,1288.3417643429982,611.38
gastrointestinal,0.28854129170218484,3194,1199.211959924859,1173.08
streetwalker,0.22291771494989246,16,813.5625,804.0
critic,0.25212296492238706,9763,1297.4226159991806,645.48
flanked,0.30750491053448825,2969,1168.014146177164,685.0
dummy,0.3528921709758125,4694,1200.1188751597786,666.34
kindred,0.26876452702349307,2147,1528.611085235212,809.52
pike,0.34648192412472684,4802,1172.2625989171179,651.52
modernism,0.2351144667338849,2931,1266.4773114977822,813.52
lightbulb,0.26768784747556745,476,1165.6470588235295,705.45
saddlebag,0.2264157516535492,106,1356.7075471698113,756.8
rehearsal,0.2740359711073171,7742,971.7348230431413,865.56
admiral,0.30550527573192504,6265,1357.6106943335994,779.23
toughen,0.31187142226127174,470,1414.2957446808512,853.89
mantelpiece,0.2372973577842481,684,1207.861111111111,943.48
supple,0.3882363030141044,2067,800.8529269472666,730.04
lineage,0.33197150787192525,2770,1512.9837545126354,828.57
bubbly,0.3110083637575632,2045,935.7056234718826,686.27
doting,0.21944920316705957,472,1039.8813559322034,772.04
maggot,0.27591295607940036,1023,1044.3636363636363,782.38
slugging,0.24488115508875735,178,1360.123595505618,695.58
pornographic,0.2843628635489243,2222,1036.549504950495,990.75
buckskin,0.26683430264078906,112,1115.107142857143,848.31
faulty,0.33268999074336275,9169,1238.1662122368853,637.31
absorbent,0.3366588762671139,1508,805.0358090185676,793.73
harmless,0.34513927377648534,7734,1323.177657098526,627.47
subsection,0.28298163719304753,2908,1978.6148555708392,967.76
pooch,0.2934837183551724,423,785.692671394799,761.03
prologue,0.24747563045879392,1946,1465.8119218910585,807.07
foolishness,0.1927390081566126,1210,1765.9570247933884,699.75
farsighted,0.2633497860884825,186,1694.4247311827958,902.04
clueless,0.23876954132339653,1493,1193.9504353650368,619.85
swordplay,0.20862452418933136,192,958.171875,847.56
brushes,0.32936282476499523,3510,966.3774928774928,673.21
fluttering,0.22842637343241406,1258,1451.5794912559618,792.56
coding,0.31341429119692765,10813,1218.6024230093406,638.34
frayed,0.28533224613665525,993,1331.2155085599195,744.04
slack,0.32421574874122167,4505,1318.897447280799,577.15
provincial,0.31672175705588757,8282,1475.6285921275055,853.23
rioting,0.22465532184553688,1328,1702.1189759036145,655.67
sparkling,0.3346833119048411,7781,921.4884976224135,608.78
unforgivable,0.2215938879160202,714,1448.8305322128851,797.78
hare,0.3403463876809426,5484,1239.4268781911014,712.31
subside,0.3229594128954976,1124,1380.717971530249,710.34
slate,0.34006108943583996,8427,1030.6912305684111,688.59
smelled,0.22195431057443865,1077,1360.0213556174558,617.63
spewing,0.2623329532300446,598,1253.9749163879599,778.35
cola,0.3486493395441913,2749,1077.8577664605311,635.03
ventricle,0.2773499373826437,418,1199.9258373205741,813.26
northeast,0.3519895105548185,6167,1310.3982487433111,724.71
planter,0.32046637465532934,796,1171.7060301507538,618.61
unscrupulous,0.2817154913464715,3028,1343.2093791281375,877.29
cone,0.3712562463712141,4224,1140.848721590909,670.09
dishonest,0.24655698104720894,3092,1742.3104786545925,666.36
neuropathology,0.27083348939278007,352,1416.903409090909,1103.31
gunfight,0.21921613457013153,260,1290.996153846154,791.94
exert,0.3282234061381164,5115,1763.4213098729228,785.64
surrogate,0.3511010414743049,1851,1568.4754186925986,792.65
toenail,0.32479332632669433,261,1029.5095785440612,831.21
disinterest,0.24840867468223823,663,1664.713423831071,878.48
greased,0.3251526868733133,1178,827.3862478777589,659.97
triumphant,0.26142340821993765,4325,1328.0379190751446,870.67
anthropoid,0.2687883342011116,57,1779.7368421052631,927.59
untie,0.312836425572986,434,1426.4170506912442,768.06
barred,0.32640062581155616,5361,1556.090468196232,690.88
wary,0.3001409441510871,8393,1364.275825092339,736.93
wrathful,0.18698066701730462,185,1707.6594594594594,832.73
ripe,0.3633889604325966,6958,1226.5942799655074,708.19
scoreboard,0.29790219305743526,1305,947.032183908046,779.77
impressionistic,0.2607119119025369,613,1343.2642740619901,1088.04
maestro,0.34747268463161357,2884,1005.988904299584,827.56
airfield,0.2937223727596862,4516,1051.2402568644818,781.0
prostate,0.325198216235804,3778,860.4796188459502,809.73
stylist,0.29466417580788556,1200,863.5333333333333,643.64
fortification,0.29547692830608224,1187,1410.2839090143218,968.0
metalworking,0.32337691110199757,616,1143.7646103896104,906.41
jetliner,0.29206279215217673,115,1592.6782608695653,823.14
outgoing,0.3534845549910093,8549,1181.4491753421453,661.68
firewater,0.3300929221106018,64,1040.765625,713.52
consummate,0.2576479906540155,2017,1280.9762022806149,978.67
dissimilar,0.3149550433585369,2907,1638.7681458548332,839.18
ultrasonic,0.3435646308772675,1350,1005.3844444444444,906.27
upkeep,0.3103698663793213,3064,1163.7653394255874,786.4
elevation,0.37466269637786437,7595,1394.2999341672153,757.06
steamy,0.2945879531064716,1202,843.2778702163062,700.94
soothing,0.3321223436375439,4847,919.6467918299979,715.53
canary,0.36509286017541276,6212,1047.1442369607212,840.0
annoyed,0.22066477093701725,7435,1346.1443174176193,731.77
elm,0.35410848542776935,3695,1231.243301759134,661.81
crystallize,0.316860705879496,290,1839.2655172413793,808.36
unravel,0.31728857696160506,3143,1285.8835507476933,666.77
sweeten,0.36510756412936224,599,1254.1302170283807,811.19
finalize,0.34868640383145455,822,1516.4537712895378,706.83
summarization,0.205982433612907,145,1928.5655172413792,899.97
deviate,0.323922839736667,1438,1740.664116828929,940.12
dopey,0.22252381429476278,378,1100.9179894179895,783.0
outwear,0.32508018620143503,17,765.1176470588235,676.03
furrow,0.30832223321881436,1126,1257.6127886323268,775.72
unromantic,0.21081548043926712,193,1152.3471502590673,1103.19
equalizing,0.3462118726955157,183,2201.9890710382515,760.26
strut,0.30605460887681407,1568,991.6198979591836,733.0
frowning,0.20136878409930373,689,1530.2119013062409,662.14
flu,0.34250502592969656,7883,967.9580109095522,637.69
persona,0.23595331204643497,3794,1186.9678439641539,831.46
substructure,0.34798133356609046,419,1434.9618138424821,1230.61
depositor,0.2805338938076735,553,1288.5551537070523,885.73
consign,0.28048337434530096,614,1574.8110749185669,849.97
demolition,0.3049618075946146,9735,1142.1286081150488,760.94
blackball,0.2952144775092763,60,1511.0,802.84
chambered,0.27792750609808303,608,1122.4013157894738,697.94
soak,0.3568859673756363,6202,798.3964850048371,643.22
hassle,0.31885436676533274,9587,912.8909982267654,666.82
untreated,0.34846537765482155,3830,1108.7368146214098,791.06
nonfunctional,0.34688751420910147,64,2684.03125,904.22
outrage,0.23727206746204663,6247,1347.4197214663038,830.93
dandelion,0.3183117213917299,1082,991.7661737523106,807.86
falsity,0.19445240183514517,526,2332.614068441065,1015.32
diffused,0.31380823479519,1127,1783.6042590949423,712.03
daring,0.2615339196313597,7321,1243.7109684469335,692.29
mountaineering,0.27085116256681363,3936,903.0190548780488,1018.34
beckoning,0.23660282089811263,824,1276.6723300970873,758.06
agonizing,0.2534280645194024,511,1572.9765166340508,720.78
spellbound,0.2411124089237483,1156,1090.8538062283737,670.21
jockstrap,0.19129606740458502,43,1078.4883720930231,815.0
drip,0.3468422231376791,3179,1036.1921988046556,636.57
cloudburst,0.26626856176798874,118,1406.6610169491526,928.26
gangway,0.254151411732947,728,1288.021978021978,746.33
bloom,0.3359892796956481,8097,1041.2095837964678,625.18
skirt,0.3016559690882742,4685,1024.800213447172,601.45
tuxedo,0.2825749995058557,581,928.3734939759037,731.09
sightsee,0.24162181252130385,143,883.1398601398602,899.83
expressiveness,0.29021862736312226,530,1423.5698113207548,948.16
terrified,0.23004297295145817,6433,1283.7787968288512,685.35
watchmaker,0.2905869555081525,620,1628.8467741935483,679.63
hairstylist,0.24879597046906526,71,1158.281690140845,832.64
unwarrantable,0.17367187401243886,99,2332.2020202020203,926.48
designation,0.3454506778851945,7427,1603.8250976168035,853.27
preacher,0.22199839078324213,5223,1493.885889335631,688.85
medley,0.3109267916593249,2267,966.4080282311425,748.1
reaffirm,0.27105223500637043,1592,1848.2412060301508,975.75
snake,0.30139529139952487,7034,1315.7847597384134,624.79
intentioned,0.2390257261767981,550,1678.8672727272726,798.14
aftercare,0.3274636652440929,1566,902.85312899106,1027.48
unquestioned,0.23838249171571516,803,1937.3810709838108,868.9
summon,0.29851639526786256,2873,1543.2227636616776,730.38
fatten,0.28862090825663134,330,1478.3333333333333,753.45
demonstrable,0.28475113565938076,2973,1481.3168516649848,923.61
scout,0.3034736324102903,7074,1084.4539157478089,687.48
engrossing,0.22168335760579672,1416,923.8742937853108,844.2
dodger,0.24521720684011875,559,1015.3667262969589,735.78
hallowed,0.253722206240138,1750,1355.8617142857142,807.97
inflect,0.2521407009869651,75,2033.5466666666666,757.88
whirlwind,0.27700171776955934,2282,1214.6647677475898,789.22
honeycombed,0.2820867363021258,132,1285.689393939394,974.41
huntsman,0.3293492076217382,861,1256.246225319396,761.79
jobless,0.2513522560589049,981,1374.4791029561673,646.2
backpedal,0.2680000205441437,26,1504.6153846153845,915.46
kinky,0.23510787382860535,851,706.6580493537015,733.74
saddle,0.31705489203088927,5800,1065.5306896551724,758.72
enlighten,0.2792684670891111,2285,1487.4004376367616,762.69
transferral,0.31335404433853364,150,1510.3133333333333,879.44
moleskin,0.28919706789082134,104,934.8846153846154,847.13
chastise,0.2733435101305125,399,1552.9949874686718,865.78
grapevine,0.3368257794343832,1550,1087.6683870967743,736.03
slump,0.2986292385344362,2879,1319.8898923237234,722.13
awaken,0.26817441105096473,2251,1520.8325188804974,760.66
buttonhook,0.2174567115515827,8,1757.875,846.06
devilish,0.2237491014187393,955,1269.6565445026179,693.1
willpower,0.26224189036938195,808,1123.4257425742574,726.97
boulder,0.3050059855894183,4565,1376.280613362541,706.93
mercenary,0.23783686752747032,1396,1447.2285100286533,861.48
newscaster,0.24903597500742025,218,1107.7293577981652,771.5
tyrannical,0.2184523857297602,1153,1684.5117085862967,710.4
cavalier,0.3095800833966923,2032,1264.3095472440946,800.15
ache,0.28221810169756173,2811,1127.0932052650303,683.77
orthodontics,0.27563933228990906,416,1211.2764423076924,928.16
